Employer,City,State,CEI Rating
3M Co.,St. Paul,MN,100
A.T. Kearney Inc.,Chicago,IL,100
A|X Armani Exchange,New York,NY,85
Abbott Laboratories,Abbott Park,IL,75
AbbVie Inc.,North Chicago,IL,100
Abercrombie & Fitch Co.,New Albany,OH,100
Accenture,New York,NY,100
Acer Inc.,Irvine,CA,25
Adecco North America LLC,Jacksonville,FL,90
Adidas North America Inc.,Portland,OR,95
Adobe Systems Inc.,San Jose,CA,100
Advance Auto Parts (Advance Holding),Roanoke,VA,80
Advanced Micro Devices Inc.,Sunnyvale,CA,90
AECOM,Los Angeles,CA,100
Aeropostale Inc.,New York,NY,90
AES Corp.,The Arlington,VA,100
Aetna Inc.,Hartford,CT,100
AFLAC Inc.,Columbus,GA,75
Agco,Duluth,GA,10
Agilent Technologies Inc.,Santa Clara,CA,90
AGL Resources Inc.,Atlanta,GA,75
Ahold USA Inc.,Quincy,MA,40
AIG,New York,NY,100
Air Products & Chemicals Inc.,Allentown,PA,40
Airbnb Inc.,San Francisco,CA,100
Airgas Inc.,Radnor,PA,90
AK Steel Holding Corp.,West Chester,OH,20
Akamai Technologies Inc.,Cambridge,MA,95
Akerman LLP,Miami,FL,100
Akin Gump Strauss Hauer & Feld LLP,Washington DC,DC,100
Alaska Airlines,Seattle,WA,100
Alcatel-Lucent,Murray Hill,NJ,100
Alcoa Inc.,New York,NY,100
Alleghany Corp.,New York,NY,35
Allegheny Energy Inc.,Greensburg,PA,20
Allergan Inc.,Irvine,CA,95
AllianceBernstein LP,New York,NY,100
Alliant Energy Corp.,Madison,WI,80
Alliant Techsystems Inc.,Arlington,VA,90
Allianz Life Insurance Co. of North America,Minneapolis,MN,85
Allscripts-Misys Healthcare Solutions Inc.,Chicago,IL,35
Allstate Corp.,The Northbrook,IL,85
Ally Financial Inc.,Detroit,MI,20
Alston & Bird LLP,Atlanta,GA,100
Altria Group Inc.,Richmond,VA,85
Amazon.com Inc.,Seattle,WA,90
AMC Entertainment Inc.,Leawood,KS,45
Ameren Corp.,St. Louis,MO,90
American Airlines,Fort Worth,TX,100
American Apparel Inc.,Los Angeles,CA,100
American Eagle Outfitters Inc.,Pittsburgh,PA,90
American Electric Power Co. Inc.,Columbus,OH,100
American Express Co.,New York,NY,100
American Express Global Business Travel,New York,NY,80
American Family Insurance Group,Madison,WI,100
American Financial Group,Cincinnati,OH,20
Ameriprise Financial Inc.,Minneapolis,MN,100
AmerisourceBergen Corp.,Chesterbrook,PA,90
Amgen Inc.,Thousand Oaks,CA,90
Anadarko Petroleum,The Woodlands,TX,20
Anderson Inc.,The Maumee,OH,10
Andrews Kurth LLP,Houston,TX,90
Anheuser-Busch Companies Inc.,St. Louis,MO,45
Anixter International Inc.,Glenview,IL,20
Anthem Inc.,Indianapolis,IN,100
AOL,New York,NY,100
Aon Corp.,Chicago,IL,100
Apache Corp.,Houston,TX,100
Apple Inc.,Cupertino,CA,100
Applied Materials Inc.,Santa Clara,CA,80
Aramark Corp.,Philadelphia,PA,90
Archer Daniels Midland Co.,Decatur,IL,20
Arent Fox LLP,Washington DC,DC,100
Armstrong Teasdale LLP,St. Louis,MO,100
Arnold & Porter LLP,Washington DC,DC,100
Arrow Electronics,Englewood,CO,75
Asbury Automotive Group,Duluth,GA,10
Ashland Inc.,Covington,KY,10
Assurant,New York,NY,100
Astellas Pharma US Inc.,Northbrook,IL,100
AstraZeneca PLC,Wilmington,DE,100
AT&T Inc.,Dallas,TX,100
Austin Radiological Assn.,Austin,TX,10
Autodesk Inc.,San Rafael,CA,100
Autoliv Inc.,Auburn Hills,MI,10
Automatic Data Processing Inc.,Roseland,NJ,100
AutoNation Inc.,Fort Lauderdale,FL,10
Auto-Owners Insurance Group,Lansing,MI,0
AutoZone Inc.,Memphis,TN,10
Avaya Inc.,Santa Clara,CA,75
Avery Dennison,Glendale,CA,100
Avis Budget Group Inc.,Parsippany,NJ,80
Avnet Inc.,Phoenix,AZ,85
Avon Products Inc.,New York,NY,100
AXA,New York,NY,100
BJ's Wholesale Club,Westborough,MA,25
BAE Systems Inc.,Arlington,VA,100
Bain & Co. Inc./Bridgespan Group,Boston,MA,100
Baker & Hostetler LLP,Cleveland,OH,90
Baker & McKenzie LLP,Chicago,IL,100
Baker Botts LLP,Houston,TX,85
Baker Donelson Bearman Caldwell & Berkowitz PC,Memphis,TN,100
Baldor Electric Co.,Fort Smith,AR,20
Ball Corp.,Broomfield,CO,25
Ballard Spahr LLP,Philadelphia,PA,100
Bank of America Corp.,Charlotte,NC,100
Bank of New York Mellon Corp.,The New York,NY,100
Barclays,New York,NY,100
Barilla America Inc.,Bannockburn,IL,75
Barnes & Noble Inc.,New York,NY,20
BASF Corp.,Florham Park,NJ,95
Bausch & Lomb Inc.,Rochester,NY,75
Baxter International Inc.,Deerfield,IL,100
Bayer Corp.,Whippany,NJ,75
BB&T Corp.,Winston-Salem,NC,40
Becton Dickinson and Co.,Franklin Lakes,NJ,90
Bed Bath & Beyond Inc.,Union,NJ,20
Bemis Co. Inc.,Neenah,WI,20
Ben & Jerry's Homemade Inc.,South Burlington,VT,100
Berkshire Hathaway Inc.,Omaha,NE,0
Best Buy Co. Inc.,Richfield,MN,95
Big Lots,Columbus,OH,20
Bingham McCutchen LLP,Boston,MA,100
Biogen,Cambridge,MA,100
Black & Veatch Corp.,Overland Park,KS,20
BlackRock,New York,NY,100
Blackstone Group LP,The New York,NY,90
Blank Rome LLP,Philadelphia,PA,100
Bloomin' Brands Inc.,Tampa,FL,100
Blue Cross & Blue Shield of Rhode Island,Providence,RI,100
Blue Cross Blue Shield of Florida Inc.,Jacksonville,FL,100
Blue Cross Blue Shield of Massachusetts,Boston,MA,100
Blue Cross Blue Shield of Michigan,Detroit,MI,95
Blue Cross Blue Shield of Minnesota,Eagan,MN,95
Blue Cross Blue Shield of North Carolina,Chapel Hill,NC,100
BMC HealthNet Plan,Boston,MA,60
BMC Software Inc.,Houston,TX,85
BMO Bankcorp Inc.,Chicago,IL,70
BNP Paribas,New York,NY,80
Bob Evans Farms Inc.,New Albany,OH,15
Boehringer Ingelheim USA Corp.,Ridgefield,CT,70
Boeing Co.,Chicago,IL,100
Boies Schiller & Flexner LLP,Armonk,NY,100
Bon-Ton Stores Inc.,York,PA,85
Booz Allen Hamilton Inc.,McLean,VA,90
Borgata Hotel Casino & Spa,Atlantic City,NJ,30
BorgWarner Inc.,Auburn Hills,MI,20
Boston Consulting Group,Boston,MA,100
Boston Scientific Corp.,Marlborough,MA,85
BP America Inc.,Houston,TX,85
Bracewell & Giuliani,Houston,TX,90
Bridgestone Americas Holding Inc.,Nashville,TN,70
Bright Horizons Family Solutions Inc.,Watertown,MA,85
Brightpoint Inc.,Indianapolis,IN,30
Brinker International Inc.,Dallas,TX,70
Bristol-Myers Squibb Co.,New York,NY,100
Broadcom Corp.,Irvine,CA,15
Broadridge Financial Solutions Inc.,Lake Success,NY,80
Brown Brothers Harriman & Co.,New York,NY,85
Brown Rudnick LLP,Boston,MA,100
Brown-Forman Co.,Louisville,KY,100
Bryan Cave LLP,St. Louis,MO,100
Buckeye Partners LP,Houston,TX,15
BuckleySandler LLP,Washington DC,DC,100
Burger King Corp.,Miami,FL,85
Burlington Northern Santa Fe Corp.,Fort Worth,TX,95
Burlington Store Inc.,Burlington,NJ,20
C&S Wholesale Grocers Inc.,Keene,NH,85
C.H. Robinson Worldwide,Eden Prairie,MN,0
CA Technologies Inc.,New York,NY,100
Cablevision Systems Corp.,Bethpage,NY,100
Cadwalader Wickersham & Taft LLP,New York,NY,100
Caesars Entertainment Corp.,Las Vegas,NV,100
Caleres,St. Louis,MO,100
Calpine Corp.,Houston,TX,30
Calumet Specialty Products,Indianapolis,IN,90
Cambia Health Solutions Inc.,Portland,OR,95
Cameron International Corp.,Houston,TX,80
Campbell Soup Co.,Camden,NJ,100
Canadian Imperial Bank of Commerce,New York,NY,55
Capgemini US LLC,New York,NY,85
Capital Markets Company NV,The New York,NY,100
Capital One Financial Corp.,McLean,VA,100
Cardinal Health Inc.,Dublin,OH,80
CareFirst Inc.,Baltimore,MD,90
CareFusion Corp.,San Diego,CA,100
Cargill Inc.,Wayzata,MN,95
Caribou Coffee Company Inc.,Minneapolis,MN,60
Carlson Inc.,Minnetonka,MN,95
Carlton Fields Jorden Burt,Tampa,FL,100
CarMax Inc.,Richmond,VA,95
Carnival Corp.,Miami,FL,80
Casey's General Stores Inc.,Ankeny,IA,15
Caterpillar Inc.,Peoria,IL,90
CBRE Inc.,Los Angeles,CA,100
CBS Corp.,New York,NY,100
CDW Corp.,Vernon Hills,IL,90
CEB Inc.,Arlington,VA,100
Celanese Corp.,Irving,TX,85
Celgene Corp.,Summit,NJ,100
Centene Corp.,St. Louis,MO,80
CenterPoint Energy Inc.,Houston,TX,85
CenturyLink Inc.,Monroe,LA,75
Cerner Corp.,North Kansas City,MO,85
CF Industries Holdings Inc.,Deerfield,IL,15
CH2M HILL Companies Ltd.,Englewood,CO,85
Chadbourne & Parke LLP,New York,NY,100
Chamberlin Edmonds & Associates Inc.,Atlanta,GA,80
Chapman and Cutler LLP,Chicago,IL,100
Charles Schwab Corp.,San Francisco,CA,100
Charter Communications,Stamford,CT,60
Chesapeake Energy Corp.,Oklahoma City,OK,15
Chevron Corp.,San Ramon,CA,100
CHG Healthcare Services Inc.,Salt Lake City,UT,85
Chipotle Mexican Grill Inc.,Denver,CO,15
Choate Hall & Stewart LLP,Boston,MA,100
Choice Hotels International Inc.,Rockville,MD,80
CHS Inc.,Inver Grove Heights,MN,20
Chubb Corp.,Warren,NJ,100
CIGNA Corp.,Bloomfield,CT,100
Cisco Systems Inc.,San Jose,CA,100
CIT Group Inc.,New York,NY,100
Citigroup Inc.,New York,NY,100
Cleary Gottlieb Steen & Hamilton LLP,New York,NY,100
Cleveland-Cliffs Inc.,Cleveland,OH,10
Clifford Chance US LLP,New York,NY,100
Clorox Co.,The Oakland,CA,100
CME Group Inc.,Chicago,IL,100
CMS Energy Services,Jackson,MI,100
CNA Insurance,Chicago,IL,100
Coach Inc.,New York,NY,95
Coca-Cola Co.,The Atlanta,GA,80
Cognizant Technology Solutions Corp.,Teaneck,NJ,95
Colgate-Palmolive Co.,New York,NY,100
Columbia Pipeline Group,Houston,TX,70
Comcast NBCUniversal,Philadelphia,PA,100
Comerica Inc.,Dallas,TX,70
Commercial Metals,Irving,TX,10
Community Health Systems Inc.,Franklin,TN,20
Compass Bancshares Inc. (BBVA Compass),Birmingham,AL,90
Compass Group USA Inc.,Charlotte,NC,85
Computer Sciences Corp. (CSC),Falls Church,VA,100
ConAgra Foods Inc.,Omaha,NE,90
ConocoPhillips,Houston,TX,85
Consol Energy Inc.,Canonsburg,PA,60
Consolidated Edison Co.,New York,NY,90
Constellation Brands Inc.,Victor,NY,80
Constellation Energy Group Inc.,Baltimore,MD,100
Convergys Corp.,Cincinnati,OH,95
Con-way Inc.,Ann Arbor,MI,20
Cooley LLP,Palo Alto,CA,100
Cooper Tire & Rubber Co.,Findlay,OH,80
Corbis Corp.,Seattle,WA,100
CoreLogic,Santa Ana,CA,75
Core-Mark Holding Company Inc.,South San Francisco,CA,50
Corning Inc.,Corning,NY,85
Costco Wholesale Corp.,Issaquah,WA,90
Covington & Burling LLP,Washington DC,DC,100
Cox Enterprises Inc.,Atlanta,GA,100
Cracker Barrel Old Country Store Inc.,Lebanon,TN,15
Crate and Barrel / CB2,Northbrook,IL,55
Cravath Swaine & Moore LLP,New York,NY,100
Credit Suisse USA Inc.,New York,NY,100
Crowell & Moring LLP,Washington DC,DC,100
Crown Holdings,Philadelphia,PA,80
CSAA Insurance Group,Walnut Creek,CA,100
CST Brands,San Antonio,TX,40
CSX Corp.,Jacksonville,FL,75
Cummins Inc.,Columbus,IN,100
CUNA Mutual Insurance Group,Madison,WI,90
CVS Health Corp.,Woonsocket,RI,100
Dana Holding Corp.,Maumee,OH,75
Danaher Corp.,Washington DC,DC,100
Darden Restaurants Inc.,Orlando,FL,40
Davis Polk & Wardwell LLP,New York,NY,100
Davis Wright Tremaine LLP,Seattle,WA,100
DaVita Inc.,Denver,CO,90
Day Pitney LLP,Hartford,CT,100
Dean Foods Co.,Dallas,TX,40
Debevoise & Plimpton LLP,New York,NY,100
Dechert LLP,Philadelphia,PA,100
Deere & Co.,Moline,IL,75
Delhaize America Inc.,Salisbury,NC,90
Dell Inc.,Round Rock,TX,100
Deloitte LLP,New York,NY,100
Delta Air Lines Inc.,Atlanta,GA,90
Denny's Corp.,Spartanburg,SC,85
Dentons US LLP,New York,NY,100
Depository Trust & Clearing Corp.,The New York,NY,100
Devon Energy Corp.,Oklahoma City,OK,40
Diageo North America,Norwalk,CT,100
Dick's Sporting Goods Inc.,Coraopolis,PA,85
Dickstein Shapiro LLP,Washington DC,DC,100
DigitasLBi,Boston,MA,100
Dillard's Inc.,Little Rock,AR,30
DIRECTV,El Segundo,CA,75
Discover Financial Services,Riverwoods,IL,100
Discovery Communications Inc.,Silver Spring,MD,100
DISH Network Corp.,Englewood,CO,30
DLA Piper,Baltimore,MD,100
Dole Food Co.,Westlake Village,CA,60
Dollar General Corp.,Goodlettsville,TN,30
Dollar Thrifty Automotive Group Inc.,Tulsa,OK,20
Dollar Tree Stores Inc.,Chesapeake,VA,60
Dominion Resources Inc.,Richmond,VA,75
Domino's Pizza Inc.,Ann Arbor,MI,75
Domtar Corp.,Fort Mill,SC,40
Dorsey & Whitney LLP,Minneapolis,MN,100
Dover Corp.,Downers Grove,IL,100
Dow Chemical Co.,The Midland,MI,100
DR Horton Inc.,Fort Worth,TX,20
Dr Pepper Snapple Group Inc.,Plano,TX,60
Drinker Biddle & Reath LLP,Milwaukee,WI,100
Dropbox Inc.,San Francisco,CA,100
DSW,Columbus,OH,80
DTE Energy Co.,Detroit,MI,80
Duane Morris LLP,Philadelphia,PA,100
Duke Energy Corp.,Charlotte,NC,90
Dun & Bradstreet Corp.,The Short Hills,NJ,40
Dykema Gossett PLLC,Detroit,MI,100
E&J Gallo Winery,Modesto,CA,30
E*TRADE Financial Corp.,New York,NY,100
