Employer,City,State,CEI Rating
3M Co.,St. Paul,MN,100
A.T. Kearney Inc.,Chicago,IL,100
AJX Armani Exchange,New York,NY,55
Abbott Laboratories,Abbott Park,IL,100
AbbVie Inc.,North Chicago,IL,100
Abercrombie & Fitch Co.,New Albany,OH,100
ABM Industries Inc.,New York,NY,100
Accenture,New York,NY,100
Activision Blizzard,Santa Monica,CA,100
Adecco North America LLC,Jacksonville,FL,70
Adidas North America Inc.,Portland,OR,100
Adobe Systems Inc.,San Jose,CA,100
ADP,Roseland,NJ,100
ADT,Boca Raton,FL,90
Advance Auto Parts (Advance Holding),Roanoke,VA,80
Advanced Micro Devices Inc.,Sunnyvale,CA,100
AECOM,Los Angeles,CA,100
Aéropostale Inc.,Lyndhurst,NJ,90
AES Corp.,The Arlington,VA,100
Aetna Inc.,Hartford,CT,100
Aflac Inc.,Columbus,GA,80
Agco,Duluth,GA,85
Agilent Technologies Inc.,Santa Clara,CA,100
AIG,New York,NY,100
Air Products & Chemicals Inc.,Allentown,PA,100
Airbnb Inc.,San Francisco,CA,100
Airbus Americas Inc.,Herndon,VA,100
Airgas Inc.,Radnor,PA,20
AirTran Holdings Inc.,Orlando,FL,100
AK Steel Holding Corp.,West Chester,OH,20
Akamai Technologies Inc.,Cambridge,MA,100
Akerman LLP,Miami,FL,100
Akin Gump Strauss Hauer & Feld LLP,Washington DC,DC,100
Alaska Airlines,Seattle,WA,100
Albertsons Companies Inc.,Boise,ID,20
Alcoa Corp.,Pittsburgh,PA,95
AlixPartners LLP,New York,NY,100
Allegany Corp.,New York,NY,20
Alliance Data Systems Corp.,Plano,TX,85
Alliance One International,Morrisville,NC,100
AllianceBernstein LP,New York,NY,100
Alliant Energy Corp.,Madison,WI,100
Allianz Life Insurance Co. of North America,Minneapolis,MN,100
Allscripts-Misys Healthcare Solutions Inc.,Chicago,IL,20
Allstate Insurance Co.,Northbrook,IL,95
Ally Financial Inc.,Detroit,MI,100
Alston & Bird LLP,Atlanta,GA,100
Altice USA Inc.,Long Island City,NY,100
Altria Group Inc.,Richmond,VA,90
A-Mark Precious Metals,Santa Monica,CA,0
Amazon.com Inc.,Seattle,WA,100
AMC Entertainment Inc.,Leawood,KS,100
Ameren Corp.,St. Louis,MO,100
American Airlines,Fort Worth,TX,100
American Apparel LLC,Los Angeles,CA,0
American Eagle Outfitters Inc.,Pittsburgh,PA,85
American Electric Power Co. Inc.,Columbus,OH,100
American Express Co.,New York,NY,100
American Express Global Business Travel,Jersey City,NJ,100
American Family Mutual Insurance Company S.I.,Madison,WI,100
American Financial Group,Cincinnati,OH,20
American Tower Corp.,Boston,MA,100
Ameriprise Financial Inc.,Minneapolis,MN,100
AmerisourceBergen Corp.,Chesterbrook,PA,100
Amgen Inc.,Thousand Oaks,CA,100
AMN Healthcare Services Inc.,San Diego,CA,100
Amphenol Corp.,Wallingford,CT,20
AmTrust Financial Services,New York,NY,65
Anadarko Petroleum,The Woodlands,TX,90
Anheuser-Busch Companies Inc.,St. Louis,MO,100
Anixter International Inc.,Glenview,IL,20
Anschutz Entertainment Group Inc.,Los Angeles,CA,100
Anthem Inc.,Indianapolis,IN,100
Aon Corp.,Chicago,IL,100
Apache Corp.,Houston,TX,20
Apple Inc.,Cupertino,CA,100
Applied Materials Inc.,Santa Clara,CA,100
AQR Capital Management LLC,Greenwich,CT,100
Aramark Corp.,Philadelphia,PA,100
Archer Daniels Midland Co.,Chicago,IL,100
Arconic,New York,NY,100
Arent Fox LLP,Washington DC,DC,100
Armstrong Teasdale LLP,St. Louis,MO,100
Arnold & Porter Kaye Scholer LLP,Washington DC,DC,100
Arrow Electronics,Centennial,CO,90
Arup USA Inc.,New York,NY,100
Asbury Automotive Group,Duluth,GA,20
Ascena Retail Group Inc.,Mahwah,NJ,100
Ashland Inc.,Covington,KY,100
Assurant,New York,NY,100
Astellas Pharma US Inc.,Northbrook,IL,100
AstraZeneca PLC,Wilmington,DE,95
Asurion LLC,Nashville,TN,100
AT&T Inc.,Dallas,TX,100
AthenaHealth Inc.,Watertown,MA,100
Atlassian,San Francisco,CA,100
Austin Radiological Assn.,Austin,TX,20
Autodesk Inc.,San Rafael,CA,100
AutoLiv Inc.,Auburn Hills,MI,65
AutoNation Inc.,Fort Lauderdale,FL,90
Auto-Owners Insurance Group,Lansing,MI,20
AutoZone Inc.,Memphis,TN,100
Avaya Inc.,Santa Clara,CA,60
Avery Dennison,Glendale,CA,20
Avis Budget Group Inc.,Parsippany,NJ,90
Avnet Inc.,Phoenix,AZ,85
Avon Products Inc.,New York,NY,90
AXA Equitable Life,New York,NY,100
BJ's Wholesale Club,Westborough,MA,85
BAE Systems Inc.,Arlington,VA,85
Bain & Co. Inc./Bridgespan Group,Boston,MA,100
Baker & Hostetler LLP,Cleveland,OH,85
Baker & McKenzie LLP,Chicago,IL,100
Baker Botts LLP,Houston,TX,65
Baker Hughes Inc.,Houston,TX,100
Baker Donelson Bearman Caldwell & Berkowitz PC,Memphis,TN,90
Baldor Electric Co.,Fort Smith,AR,100
Ball Corp.,Broomfield,CO,85
Ballard Spahr LLP,Philadelphia,PA,100
Bank of America Corp.,Charlotte,NC,75
Bank of New York Mellon Corp. The,New York,NY,100
Bank of the West,San Francisco,CA,100
Barclays,New York,NY,100
Barilla America Inc.,Northbrook,IL,100
Barnes & Noble Inc.,New York,NY,80
Barnes & Thornburg LLP,Indianapolis,IN,85
BASF Corp.,Florham Park,NJ,100
Bass Berry & Sims PLC,Nashville,TN,80
Battelle Energy Alliance (Idaho National Laboratory),Idaho Falls,ID,20
Baxter International Inc.,Deerfield,IL,100
Bayer U.S. LLC,Whippany,NJ,100
BB&T Corp.,Winston-Salem,NC,90
Becton Dickinson and Co.,Franklin Lakes,NJ,100
Bed Bath & Beyond Inc.,Union,NJ,20
Ben & Jerry's Homemade Inc.,South Burlington,VT,95
Berkshire Hathaway,Omaha,NE,20
Berry Plastics Group Inc.,Evansville,IN,20
Best Buy Co. Inc.,Richfield,MN,100
Big Lots,Columbus,OH,20
Biogen,Cambridge,MA,100
Black & Veatch Holding Inc.,Overland Park,KS,70
Black Knight Inc.,Jacksonville,FL,100
BlackRock,New York,NY,100
Blackstone Group LP The,New York,NY,100
Blank Rome LLP,Philadelphia,PA,95
Bloomberg LP,New York,NY,100
Bloomin' Brands Inc.,Tampa,FL,100
Blue Cross & Blue Shield of Rhode Island,Providence,RI,100
Blue Cross Blue Shield of Florida Inc.,Jacksonville,FL,85
Blue Cross Blue Shield of Massachusetts,Boston,MA,100
Blue Cross Blue Shield of Michigan,Detroit,MI,100
Blue Cross Blue Shield of Minnesota,Eagan,MN,100
Blue Cross Blue Shield of North Carolina,Durham,NC,100
Blue Shield of California,San Francisco,CA,100
BlueCross BlueShield of Tennessee,Chattanooga,TN,90
BMC HealthNet Plan,Boston,MA,50
BMC Software Inc.,Houston,TX,100
BMO Bancorp Inc.,Chicago,IL,100
BNP Paribas,New York,NY,100
Bob Evans Farms Inc.,New Albany,OH,75
Boehringer Ingelheim USA Corp.,Ridgefield,CT,100
Boeing Co.,Chicago,IL,90
Boies Schiller Flexner LLP,New York,NY,100
Bon-Ton Stores Inc.,York,PA,60
Books-A-Million Inc.,Birmingham,AL,80
Booz Allen Hamilton Inc.,McLean,VA,100
Borders Group Inc.,Ann Arbor,MI,40
BorgWarner Inc.,Auburn Hills,MI,40
Boston Consulting Group,Boston,MA,100
Boston Scientific Corp.,Marlborough,MA,100
Box Inc.,Redwood City,CA,100
BP America Inc.,Houston,TX,85
Bracewell LLP,Houston,TX,90
Bridgestone Americas Holding Inc.,Nashville,TN,90
Bright Horizons,Watertown,MA,100
Brinker International Inc.,Dallas,TX,65
Bristol-Myers Squibb Co.,New York,NY,100
Broadridge Financial Solutions Inc.,Lake Success,NY,100
Brooks Brothers Group Inc.,New York,NY,100
Brooks Sports Inc.,Seattle,WA,95
Brown Brothers Harriman & Co.,New York,NY,90
Brown Rudnick LLP,Boston,MA,100
Brown-Forman Corp.,Louisville,KY,100
Bryan Cave Leighton Paisner LLP,St. Louis,MO,100
Buchanan Ingersoll & Rooney PC,Pittsburgh,PA,100
Buckley LLP,Washington DC,DC,85
Builders FirstSource Inc.,Dallas,TX,20
Burger King Corp.,Miami,FL,100
Burlington Northern Santa Fe Corp.,Fort Worth,TX,20
Burlington Store Inc.,Burlington,NJ,55
Burr & Forman LLP,Birmingham,AL,90
Buzzfeed,New York,NY,80
C&S Wholesale Grocers Inc.,Keene,NH,100
C. H. Robinson Worldwide,Eden Prairie,MN,20
Cadwalader Wickersham & Taft LLP,New York,NY,100
Caesars Entertainment Corp.,Las Vegas,NV,100
CalAtlantic Group,Arlington,VA,100
Caleres,St. Louis,MO,100
Calpine Corp.,Houston,TX,20
Cambia Health Solutions Inc.,Portland,OR,100
Campbell Soup Co.,Camden,NJ,100
Capgemini America Inc.,Houston,TX,100
Capital Area Services Company LLC (CASCI),Charleston,WV,90
Capital Group Companies Inc. The,Los Angeles,CA,100
Capital Markets Company NV The,New York,NY,100
Capital One Financial Corp.,McLean,VA,100
Cardinal Health Inc.,Dublin,OH,90
CareFirst Inc.,Baltimore,MD,90
Cargill Inc.,Wayzata,MN,100
Cargo Transporters Inc.,Claremont,NC,20
Caribou Coffee Company Inc.,Minneapolis,MN,55
Carlson Inc.,Minnetonka,MN,100
Carlton Fields P.A.,Tampa,FL,100
Carlyle Group LP The,Washington DC,DC,100
CarMax Inc.,Richmond,VA,100
Carnival Corp.,Miami,FL,100
Casey's General Stores Inc.,Ankeny,IA,20
Caterpillar Inc.,Peoria,IL,85
CBRE Inc.,Los Angeles,CA,100
CBS Corp.,New York,NY,100
CDW Corp.,Lincolnshire,IL,100
Celanese Corp.,Irving,TX,100
Celgene Corp.,Summit,NJ,95
Centeo Corp.,St. Louis,MO,100
CenterPoint Energy Inc.,Houston,TX,20
CenturyLink Inc.,Monroe,LA,100
Cerner Corp.,North Kansas City,MO,100
Change Healthcare,Alpharetta,GA,85
Chapman and Cutler LLP,Chicago,IL,100
Charles Schwab & Co. Inc.,San Francisco,CA,100
Charter Communications,Stamford,CT,100
Chesapeake Energy Corp.,Oklahoma City,OK,85
Chevron Corp.,San Ramon,CA,100
CHG Healthcare Inc.,Midvale,UT,85
Chipotle Mexican Grill Inc.,Denver,CO,100
Choate Hall & Stewart LLP,Boston,MA,100
Chobani,Norwich,NY,100
Choice Hotels International Inc.,Rockville,MD,100
CHS Inc.,Inver Grove Heights,MN,20
Chubb Ltd.,Philadelphia,PA,100
CIGNA Corp.,Bloomfield,CT,100
Cincinnati Financial Corp.,Fairfield,OH,85
Cisco Systems Inc.,San Jose,CA,100
CIT Group Inc.,New York,NY,100
Citigroup Inc.,New York,NY,100
Citizens Financial Group,Providence,RI,100
Citrix Systems Inc.,Fort Lauderdale,FL,100
Cleary Gottlieb Steen & Hamilton LLP,New York,NY,100
Clifford Chance US LLP,New York,NY,90
Clorox Co. The,Oakland,CA,100
Cloudera Inc.,Palo Alto,CA,100
CME Group Inc.,Chicago,IL,100
CNA Financial Corporation,Chicago,IL,100
Coca-Cola Co. The,Atlanta,GA,100
Cognizant Technology Solutions Corp.,Teaneck,NJ,20
Colgate-Palmolive Co.,New York,NY,100
Columbia Pipeline Group,Houston,TX,50
Comcast NBCUniversal,Philadelphia,PA,90
Comerica Inc.,Dallas,TX,100
Community Health Systems Inc.,Franklin,TN,20
Compass Bancshares Inc. (BBVA Compass),Birmingham,AL,100
Compass Group USA Inc.,Charlotte,NC,85
Computer Sciences Corp. (CSC),Falls Church,VA,55
Conagra Brands Inc.,Chicago,IL,100
ConocoPhillips,Houston,TX,100
Consolidated Edison Co.,New York,NY,100
Constellation Brands Inc.,Victor,NY,100
Constellation Energy Group Inc.,Baltimore,MD,90
CONSUMER REPORTS INC.,Yonkers,NY,75
Consumers Energy,Jackson,MI,100
Convio Inc.,Austin,TX,20
Cooley LLP,Palo Alto,CA,100
Cooper Tire & Rubber Co.,Findlay,OH,35
Corbis Corp.,Seattle,WA,100
CoreLogic,Santa Ana,CA,100
Core-Mark Holding Company Inc.,South San Francisco,CA,20
Corning,Corning,NY,95
Cosmopolitan of Las Vegas The,Las Vegas,NV,100
Costco Wholesale Corp.,Issaquah,WA,60
Covington & Burling LLP,Washington DC,DC,100
Cox Enterprises Inc.,Atlanta,GA,100
Cozen O'Connor,Philadelphia,PA,100
Cracker Barrel Old Country Store Inc.,Lebanon,TN,20
Crate and Barrel / CB2,Northbrook,IL,80
Cravath Swaine & Moore LLP,New York,NY,100
Credit Suisse USA Inc.,New York,NY,100
Crowell & Moring LLP,Washington DC,DC,100
Crown Holdings,Philadelphia,PA,10
CSAA Insurance Group,Walnut Creek,CA,100
CST Brands,San Antonio,TX,10
CSX Corp.,Jacksonville,FL,100
Cummins Inc.,Columbus,IN,100
CUNA Mutual Group,Madison,WI,100
Cushman & Wakefield Inc.,Chicago,IL,100
CVS Health Corp.,Woonsocket,RI,100
Daimler Trucks North America LLC,Portland,OR,75
Dana Inc.,Maumee,OH,90
Danaher Corp.,Washington DC,DC,100
Daniel J. Edelman Inc.,New York,NY,90
Danone North America,White Plains,NY,100
Darden Restaurants Inc.,Orlando,FL,95
Davis Polk & Wardwell LLP,New York,NY,100
Davis Wright Tremaine LLP,Seattle,WA,100
DaVita Inc.,Denver,CO,65
Day Pitney LLP,Parsippany,NJ,100
Dean Foods Co.,Dallas,TX,70
Debevoise & Plimpton LLP,New York,NY,100
Dechert LLP,Philadelphia,PA,85
Deere & Co.,Moline,IL,90
Delek US Holdings,Brentwood,TN,20
Dell Technologies Inc.,Round Rock,TX,100
Deloitte LLP,New York,NY,100
Delta Air Lines Inc.,Atlanta,GA,85
Denny's Corp.,Spartanburg,SC,100
Dentons US LLP,Washington DC,DC,100
Depository Trust & Clearing Corp. The,New York,NY,100
Deutsche Bank,New York,NY,100
Devon Energy Corp.,Oklahoma City,OK,50
Diageo North America,Norwalk,CT,100
Dickinson Wright PLLC,Detroit,MI,100
Dick's Sporting Goods Inc.,Coraopolis,PA,100
Digitas,Boston,MA,100
