Employer,City,State,CEI Rating
3M Co.,St. Paul,MN,100
A.T. Kearney Inc.,Chicago,IL,100
A|X Armani Exchange,New York,NY,80
Abbott Laboratories,Abbott Park,IL,95
AbbVie Inc.,North Chicago,IL,100
Abercrombie & Fitch Co.,New Albany,OH,100
Aberdeen Asset Management Inc.,Philadelphia,PA,65
Accenture,New York,NY,100
Acer America Corp.,San Jose,CA,25
Adecco North America LLC,Jacksonville,FL,85
Adidas North America Inc.,Portland,OR,100
Adobe Systems Inc.,San Jose,CA,100
ADP,Roseland,NJ,100
ADT,Boca Raton,FL,45
Advance Auto Parts (Advance Holding),Roanoke,VA,20
Advanced Micro Devices Inc.,Sunnyvale,CA,100
Advisory Board Co. The,Washington DC,DC,100
AECOM,Los Angeles,CA,100
A�ropostale Inc.,Lyndhurst,NJ,40
AES Corp. The,Arlington,VA,40
Aetna Inc.,Hartford,CT,85
Aflac Inc.,Columbus,GA,85
Agco,Duluth,GA,85
Agilent Technologies Inc.,Santa Clara,CA,100
Ahold USA Inc.,Quincy,MA,100
AIG,New York,NY,100
Air Products & Chemicals Inc.,Allentown,PA,100
Airbnb Inc.,San Francisco,CA,100
Airgas Inc.,Radnor,PA,10
AK Steel Holding Corp.,West Chester,OH,20
Akamai Technologies Inc.,Cambridge,MA,100
Akerman LLP,Miami,FL,100
Akin Gump Strauss Hauer & Feld LLP,Washington DC,DC,100
Alaska Airlines,Seattle,WA,100
Alcoa Corp.,Pittsburgh,PA,100
AlixPartners LLP,New York,NY,100
Alliance Data Systems Corp.,Plano,TX,100
Alliance One International,Morrisville,NC,20
AllianceBernstein LP,New York,NY,100
Alliant Energy Corp.,Madison,WI,100
Allianz Life Insurance Co. of North America,Minneapolis,MN,100
Allscripts-Misys Healthcare Solutions Inc.,Chicago,IL,40
Allstate Insurance Co.,Northbrook,IL,100
Ally Financial Inc.,Detroit,MI,100
Alston & Bird LLP,Atlanta,GA,100
Altria Group Inc.,Richmond,VA,100
A-Mark Precious Metals,Santa Monica,CA,20
Amazon.com Inc.,Seattle,WA,100
AMC Entertainment Inc.,Leawood,KS,100
Ameren Corp.,St. Louis,MO,100
American Airlines,Fort Worth,TX,100
American Apparel LLC,Los Angeles,CA,100
American Eagle Outfitters Inc.,Pittsburgh,PA,100
American Electric Power Co. Inc.,Columbus,OH,100
American Express Co.,New York,NY,100
American Express Global Business Travel,Jersey City,NJ,100
American Family Insurance Group,Madison,WI,100
American Financial Group,Cincinnati,OH,80
Ameriprise Financial Inc.,Minneapolis,MN,100
AmerisourceBergen Corp.,Chesterbrook,PA,100
Amgen Inc.,Thousand Oaks,CA,100
AMN Healthcare Services Inc.,San Diego,CA,95
Amphenol Corp.,Wallingford,CT,5
Anadarko Petroleum,The Woodlands,TX,10
Andrews Kurth Kenyon LLP,Houston,TX,100
Anheuser-Busch Companies Inc.,St. Louis,MO,100
Antler International Inc.,Glenview,IL,100
Anthem Inc.,Indianapolis,IN,100
AOL,New York,NY,85
Aon Corp.,Chicago,IL,100
Apache Corp.,Houston,TX,30
Apple Inc.,Cupertino,CA,100
Applied Materials Inc.,Santa Clara,CA,90
Aramark Corp.,Philadelphia,PA,90
Archer Daniels Midland Co.,Chicago,IL,70
Arconic,New York,NY,80
Arent Fox LLP,Washington DC,DC,100
Armstrong Teasdale LLP,St. Louis,MO,100
Arnold & Porter Kaye Scholer LLP,Washington DC,DC,100
Arrow Electronics,Centennial,CO,90
Arup USA Inc.,New York,NY,90
Asbury Automotive Group,Duluth,GA,100
Ascena Retail Group Inc.,Mahwah,NJ,90
Ashland Inc.,Covington,KY,65
Assurant,New York,NY,90
Astellas Pharma US Inc.,Northbrook,IL,100
AstraZeneca PLC,Wilmington,DE,90
AT&T Inc.,Dallas,TX,100
AthenaHealth Inc.,Watertown,MA,100
Austin Radiological Assn.,Austin,TX,40
Autodesk Inc.,San Rafael,CA,100
AutoNation Inc.,Auburn Hills,MI,10
AutoNation Inc.,Fort Lauderdale,FL,10
Auto-Owners Insurance Group,Lansing,MI,65
AutoZone Inc.,Memphis,TN,70
Avaya Inc.,Santa Clara,CA,30
Avery Dennison,Glendale,CA,95
Avis Budget Group Inc.,Parsippany,NJ,100
Avnet Inc.,Phoenix,AZ,80
Avon Products Inc.,New York,NY,100
AXA,New York,NY,100
BJ's Wholesale Club,Westborough,MA,100
BAE Systems Inc.,Arlington,VA,100
Bain & Co. Inc./Bridgespan Group,Boston,MA,100
Baker & Hostetler LLP,Cleveland,OH,95
Baker & McKenzie LLP,Chicago,IL,100
Baker Botts LLP,Houston,TX,100
Baker Hughes Inc.,Houston,TX,10
Baker Donelson Bearman Caldwell & Berkowitz PC,Memphis,TN,100
Baldor Electric Co.,Fort Smith,AR,35
Ball Corp.,Broomfield,CO,100
Ballard Spahr LLP,Philadelphia,PA,100
Bama Companies Inc. The,Tulsa,OK,85
Bank of America Corp.,Charlotte,NC,75
Bank of New York Mellon Corp. The,New York,NY,100
Bank of the West,San Francisco,CA,100
Barclays,New York,NY,100
Barilla America Inc.,Northbrook,IL,100
Barnes & Noble Inc.,New York,NY,10
Barnes & Thornburg LLP,Indianapolis,IN,100
BASF Corp.,Florham Park,NJ,100
Bass  Berry & Sims PLC,Nashville,TN,90
Baxter International Inc.,Deerfield,IL,100
Bayer U.S. LLC,Whippany,NJ,100
BB&T Corp.,Winston-Salem,NC,100
Becton Dickinson and Co.,Franklin Lakes,NJ,100
Bed Bath & Beyond Inc.,Union,NJ,20
Ben & Jerry's Homemade Inc.,South Burlington,VT,100
Berkshire Hathaway Inc.,Omaha,NE,20
Best Buy Co. Inc.,Richfield,MN,100
Big Lots,Columbus,OH,30
Biogen,Cambridge,MA,100
Black & Veatch Holding Inc.,Overland Park,KS,85
BlackRock,New York,NY,100
Blank Rome LLP,Philadelphia,PA,100
Bloomberg LP,New York,NY,100
Bloomin' Brands Inc.,Tampa,FL,100
Blue Cross & Blue Shield of Rhode Island,Providence,RI,100
Blue Cross Blue Shield of Florida Inc.,Jacksonville,FL,100
Blue Cross Blue Shield of Massachusetts,Boston,MA,100
Blue Cross Blue Shield of Michigan,Detroit,MI,100
Blue Cross Blue Shield of Minnesota,Eagan,MN,100
Blue Cross Blue Shield of North Carolina,Durham,NC,75
Blue Shield of California,San Francisco,CA,90
BlueCross BlueShield of Tennessee,Chattanooga,TN,95
BMC HealthNet Plan,Boston,MA,80
BMC Software Inc.,Houston,TX,100
BMO Bankcorp Inc.,Chicago,IL,100
BNP Paribas,New York,NY,100
Bob Evans Farms Inc.,New Albany,OH,100
Boehringer Ingelheim USA Corp.,Ridgefield,CT,100
Boeing Co.,Chicago,IL,95
Boies Schiller Flexner LLP,New York,NY,100
Bon-Ton Stores Inc.,York,PA,10
Books-A-Million Inc.,Birmingham,AL,80
Booz Allen Hamilton Inc.,McLean,VA,100
Borgata Hotel Casino & Spa,Atlantic City,NJ,90
BorgWarner Inc.,Auburn Hills,MI,30
Boston Consulting Group,Boston,MA,100
Boston Scientific Corp.,Marlborough,MA,100
Box Inc.,Redwood City,CA,80
BP America Inc.,Houston,TX,100
Bracewell LLP,Houston,TX,85
Bridgestone Americas Holding Inc.,Nashville,TN,65
Bright Horizons Family Solutions LLC,Watertown,MA,100
Brinker International Inc.,Dallas,TX,80
Bristol-Myers Squibb Co.,New York,NY,100
Broadcom Corp.,Irvine,CA,20
Broadridge Financial Solutions Inc.,Lake Success,NY,100
Brooks Brothers Group Inc.,New York,NY,90
Brooks Sports Inc.,Seattle,WA,85
Brown Brothers Harriman & Co.,New York,NY,90
Brown Rudnick LLP,Boston,MA,100
Brown-Forman Corp.,Louisville,KY,100
Bryan Cave LLP,St. Louis,MO,100
Buchanan Ingersoll & Rooney PC,Pittsburgh,PA,100
Buckley Sandler LLP,Washington DC,DC,100
Burger King Corp.,Miami,FL,95
Burlington Northern Santa Fe Corp.,Fort Worth,TX,100
Burlington Stores Inc.,Burlington,NJ,55
C&S Wholesale Grocers Inc.,Keene,NH,30
C.H. Robinson Worldwide,Eden Prairie,MN,20
CA Technologies Inc.,New York,NY,100
Cadwalader Wickersham & Taft LLP,New York,NY,100
Caesars Entertainment Corp.,Las Vegas,NV,100
Caleres,St. Louis,MO,100
Calpine Corp.,Houston,TX,100
Cambia Health Solutions Inc.,Portland,OR,100
Campbell Soup Co.,Camden,NJ,100
Canadian Imperial Bank of Commerce,New York,NY,85
Capgemini US LLC,Houston,TX,90
Capital Group Companies Inc.,Los Angeles,CA,100
Capital Markets Company NV  The,New York,NY,90
Capital One Financial Corp.,McLean,VA,100
Cardinal Health Inc.,Dublin,OH,100
CareFirst Inc.,Baltimore,MD,100
Cargill Inc.,Wayzata,MN,100
Cargo Transporters Inc.,Claremont,NC,75
Caribou Coffee Company Inc.,Minneapolis,MN,75
Carlson Inc.,Minnetonka,MN,100
Carlton Fields Jorden Burt,Tampa,FL,100
Carlyle Group LP  The,Washington DC,DC,100
CarMax Inc.,Richmond,VA,100
Carnival Corp.,Miami,FL,100
Casey's General Stores Inc.,Ankeny,IA,90
Caterpillar Inc.,Peoria,IL,90
CBRE Inc.,Los Angeles,CA,100
CBS Corp.,New York,NY,100
CDW Corp.,Lincolnshire,IL,90
Celanese Corp.,Irving,TX,90
Celgene Corp.,Summit,NJ,100
Centene Corp.,St. Louis,MO,100
CenterPoint Energy Inc.,Houston,TX,10
CenturyLink Inc.,Monroe,LA,95
Cerner Corp.,North Kansas City,MO,100
CH2M HILL Companies Ltd.,Englewood,CO,100
Chadbourne & Parke LLP,New York,NY,85
Commercial Metals,Irving,TX,20
Community Health Systems Inc.,Franklin,TN,30
Compass Bancshares Inc. (BBVA Compass),Birmingham,AL,100
Compass Group USA Inc.,Charlotte,NC,90
Computer Sciences Corp. (CSC),Falls Church,VA,75
ConAgra Brands Inc.,Chicago,IL,100
ConocoPhillips,Houston,TX,100
Consolidated Edison Co.,New York,NY,95
Constellation Brands Inc.,Victor,NY,100
Constellation Energy Group Inc.,Baltimore,MD,80
Consumers Energy,Jackson,MI,90
Convergys Corp.,Cincinnati,OH,100
Cooley LLP,Palo Alto,CA,100
Cooper Tire & Rubber Co.,Findlay,OH,35
Corbis Corp.,Seattle,WA,20
CoreLogic,Santa Ana,CA,70
Core-Mark Holding Company Inc.,South San Francisco,CA,10
Corning Inc.,Corning,NY,100
Cosmopolitan of Las Vegas The,Las Vegas,NV,100
Costco Wholesale Corp.,Issaquah,WA,75
Covington & Burling LLP,Washington DC,DC,100
Cox Enterprises Inc.,Atlanta,GA,100
Cracker Barrel Old Country Store Inc.,Lebanon,TN,30
Crate and Barrel / CB2,Northbrook,IL,95
Cravath Swaine & Moore LLP,New York,NY,100
Credit Suisse USA Inc.,New York,NY,100
Crowell & Moring LLP,Washington DC,DC,100
Crown Holdings,Philadelphia,PA,95
CSAA Insurance Group,Walnut Creek,CA,100
CST Brands Inc.,San Antonio,TX,10
CSX Corp.,Jacksonville,FL,95
Cummins Inc.,Columbus,IN,100
CUNA Mutual Group,Madison,WI,100
CVS Health Corp.,Woonsocket,RI,100
Daimler Trucks North America LLC,Portland,OR,100
Dana Holding Corp.,Maumee,OH,30
Danaher Corp.,Washington DC,DC,100
Daniel J. Edelman Inc.,New York,NY,100
Darden Restaurants Inc.,Orlando,FL,100
Davis Polk & Wardwell LLP,New York,NY,95
Davis Wright Tremaine LLP,Seattle,WA,100
DaVita Inc.,Denver,CO,85
Day Pitney LLP,Parsippany,NJ,100
Dean Foods Co.,Dallas,TX,40
Debevoise & Plimpton LLP,New York,NY,100
Dechert LLP,Philadelphia,PA,100
Deere & Co.,Moline,IL,90
Delek US Holdings,Brentwood,TN,20
Delhaize America Inc.,Salisbury,NC,100
Dell Inc.,Round Rock,TX,100
Deloitte LLP,New York,NY,100
Delta Air Lines Inc.,Atlanta,GA,100
Denny's Corp.,Spartanburg,SC,75
Dentons US LLP,Washington DC,DC,100
Depository Trust & Clearing Corp.  The,New York,NY,100
Deutsche Bank,New York,NY,100
Devon Energy Corp.,Oklahoma City,OK,40
Diageo North America,Norwalk,CT,100
Dickinson Wright PLLC,Detroit,MI,100
Dick's Sporting Goods Inc.,Coraopolis,PA,80
Dickstein Shapiro LLP,Washington DC,DC,90
DigitasLBi,Boston,MA,100
Dillard's Inc.,Little Rock,AR,0
Discover Financial Services,Riverwoods,IL,100
Discovery Communications Inc.,Silver Spring,MD,20
DISH Network Corp.,Englewood,CO,65
DLA Piper,Baltimore,MD,100
Dole Food Co. Inc.,Westlake Village,CA,20
Dollar General Corp.,Goodlettsville,TN,30
Dollar Tree Stores Inc.,Chesapeake,VA,20
Dominion Resources Inc.,Richmond,VA,75
Domino's Pizza Inc.,Ann Arbor,MI,80
Domtar Corp.,Fort Mill,SC,20
Dorsey & Whitney LLP,Minneapolis,MN,100
Dover Corp.,Downers Grove,IL,100
Dow Chemical Co. The,Midland,MI,100
DR Horton Inc.,Fort Worth,TX,10
Dr Pepper Snapple Group Inc.,Plano,TX,65
Drinker Biddle & Reath LLP,Philadelphia,PA,95
Dropbox Inc.,San Francisco,CA,100
DSW,Columbus,OH,85
DTE Energy Co.,Detroit,MI,90
Duane Morris LLP,Philadelphia,PA,100
Duke Energy Corp.,Charlotte,NC,100
Dun & Bradstreet Corp.,Short Hills,NJ,100
Dunkin' Brands Group Inc.,Canton,MA,90
Dykema Gossett PLLC,Detroit,MI,100
E&J Gallo Winery,Modesto,CA,90
E*TRADE Financial Corp.,New York,NY,80
E.I. du Pont de Nemours and Co. (DuPont),Wilmington,DE,100
EarthLink Inc.,Atlanta,GA,40
Eastern Bank Corp.,Boston,MA,95
Eastman Chemical Co.,Kingsport,TN,100
Eastman Kodak Co.,Rochester,NY,100
Eaton Corp.,Cleveland,OH,100
eBay Inc.,San Jose,CA,100
Ecolab Inc.,St. Paul,MN,100
Edison International,Rosemead,CA,100
Edward Jones,St. Louis,MO,100
Electronic Arts Inc.,Redwood City,CA,100
Eli Lilly & Co.,Indianapolis,IN,100
EMC Corp.,Hopkinton,MA,100
EMCOR Group Inc.,Norwalk,CT,20
Emerson Electric Co.,St. Louis,MO,100
