Employer,City,State,CEI Rating
3M Co.,St. Paul,MN,85
A.G. Edwards Inc.,St. Louis,MO,85
"AAA Northern California Nevada and Utah	San Francisco",San Francisco,CA,100
Abbott Laboratories,Abbott Park,IL,75
Abercrombie & Fitch Co.,New Albany,OH,30
Accenture Ltd.,New York,NY,100
Adobe Systems Inc.,San Jose,CA,100
Advanced Micro Devices Inc.,Sunnyvale,CA,80
AEGON Insurance Group,Cedar Rapids,IA,40
Aetna Inc.,Hartford,CT,100
Affiliated Computer Services,Dallas,TX,80
Agilent Technologies Inc.,Santa Clara,CA,100
Air Products & Chemicals Inc.,Allentown,PA,75
Akin Gump Strauss Hauer & Feld LLP,Washington DC,DC,100
Alaska Airlines,Seattle,WA,95
Alcatel-Lucent,Murray Hill,NJ,100
Allegheny Energy,Greensburg,PA,30
Alliant Energy Corp.,Madison,WI,85
Alliant Techsystems,Edina,MN,65
Allianz Life Insurance Co. of North America,Minneapolis,MN,80
Allstate Corp. The,Northbrook,IL,100
ALLTEL Corp.,Little Rock,AR,80
Alston & Bird LLP,Atlanta,GA,100
Amazon.com Inc.,Seattle,WA,80
American Express Co.,New York,NY,100
American Family Insurance Group,Madison,WI,75
American International Group Inc.,New York,NY,85
American Power Conversion Corp.,West Kingston,RI,58
Ameriprise Financial Inc.,Minneapolis,MN,100
Amgen Inc.,Thousand Oaks,CA,100
AMR Corp. (American Airlines),Fort Worth,TX,95
AmTrust Bank,Cleveland,OH,75
Andrews & Kurth LLP,Houston,TX,65
Anheuser-Busch Companies Inc.,St. Louis,MO,85
Aon Corp.,Chicago,IL,100
Apple Inc.,Cupertino,CA,100
Applebee's International Inc.,Overland Park,KS,80
Applied Materials Inc.,Santa Clara,CA,80
Aquila,Kansas City,MO,35
Aramark Corp.,Philadelphia,PA,65
Archer Daniels Midland Co.,Decatur,IL,30
Arent Fox Kintner Plotkin & Kahn,Washington DC,DC,100
Arnold & Porter LLP,Washington DC,DC,100
AstraZeneca PLC,Wilmington,DE,85
AT&T Inc.,San Antonio,TX,100
Austin Radiological Association,Austin,TX,53
Automatic Data Processing Inc.,Roseland,NJ,95
AutoZone Inc.,Memphis,TN,58
Avaya Inc.,Basking Ridge,NJ,75
Aventis Pharmaceuticals Inc.,Bridgewater,NJ,58
Avis Budget Group Inc.,Parsippany,NJ,85
Avnet Inc.,Phoenix,AZ,30
Avon Products Inc.,New York,NY,100
Bain & Co. Inc.,Boston,MA,100
Baker & Botts,Houston,TX,85
Baker & Daniels,Indianapolis,IN,100
Baldor Electric Co.,Fort Smith,AR,25
Ball Corp.,Broomfield,CO,58
Ballard Spahr Andrews & Ingersoll,Philadelphia,PA,80
Bank of America Corp.,Charlotte,NC,100
Bank of New York Co.,New York,NY,85
Barclays Capital,New York,NY,80
Barnes & Noble Inc.,New York,NY,60
BASF Corp.,Florham Park,NJ,95
Bausch & Lomb Inc.,Rochester,NY,100
Baxter International Inc.,Deerfield,IL,73
Bayer Corp.,Pittsburgh,PA,15
BB&T Corp.,Winston-Salem,NC,25
Bear Stearns Companies Inc. The,New York,NY,100
Best Buy Co. Inc.,Richfield,MN,76
Bingham McCutchen,Boston,MA,100
Blackwell Sanders Peper Martin LLP,Kansas City,MO,80
BMC Software Inc.,Houston,TX,70
BNSF Railway Co.,Fort Worth,TX,85
Boehringer Ingelheim Pharmaceuticals Inc.,Ridgefield,CT,100
Boeing Co.,Chicago,IL,100
Booz Allen Hamilton Inc.,McLean,VA,100
Borders Group Inc.,Ann Arbor,MI,100
Boston Consulting Group,Boston,MA,100
BP America Inc.,Warrenville,IL,90
Bridgestone Americas Holding Inc.,Nashville,TN,80
Bright Horizons Family Solutions Inc.,Watertown,MA,100
Brinker International Inc.,Dallas,TX,75
Bristol-Myers Squibb Co.,New York,NY,100
Bryan Cave LLP,St. Louis,MO,100
C&S Wholesale Grocers Inc.,Keene,NH,100
